compound_id	PDB_ID	label
6918454	2W99	5.0
156422	3BU3	5.0
5329102	2NRU	7.1798
42642645	4TPT	5.76953
10127622	6BXI	5.0
9933475	4JG8	5.0
16038120	6FYR	6.67757
644241	5U6C	5.0
151194	2J0I	5.0
6450551	4FR4	5.0
10113978	6BG2	5.0
16007391	5AP1	5.07058
3025986	4BGQ	8.74473
9926791	6CMJ	5.0
10461815	5ES1	5.0
126565	1Y57	6.19375
3062316	4EWH	8.24413
5287969	2QLU	5.61977
9809715	5MYV	7.44249
10427712	6FIO	5.0
9929127	2J0I	5.0
10184653	5A6N	5.0
24889392	4GV1	5.0
447077	6QAV	5.0
176870	6X5G	5.0
9933475	3CBL	5.0
4908365	4B6L	5.0
208908	2V7O	5.0
11626560	4ANB	5.0
10461815	4CRS	5.0
156422	1O6L	5.0
11667893	4HOK	5.0
156422	4BGQ	5.0
4908365	2I1M	8.48149
10138260	6CD6	6.07053
16725726	6FT8	5.0
156422	3WAR	5.0
10427712	4B6L	5.0
151194	6FD3	5.0
3062316	2VD5	5.88602
11338033	5H0B	5.0
11712649	5A6N	5.0
208908	5HID	5.0
9884685	2A2A	5.56862
24779724	5O0Y	5.0
17755052	3KUL	5.0
10127622	3E7O	5.0
156422	3CBL	5.0
644241	3GC8	7.44249
16722836	4BBM	5.88602
24889392	1O6L	5.0
24779724	3PP0	5.0
11485656	5ORL	5.79585
10427712	4KIK	5.0
3038522	2A2A	5.0
44259	6JUU	5.0
16725726	6N3O	5.0
176167	3KUL	5.0
10461815	5A6N	5.0
10461815	4OR5	5.7447
176167	3IEC	5.0
11234052	6FT8	5.0
11338033	3FXZ	5.0
5328940	2OO8	5.40892
5328940	5LWM	5.92078
17755052	1WAK	5.0
11667893	2XYN	5.34678
6918454	5CEQ	5.0
10127622	6PK6	5.0
44259	3FXX	7.56703
24180719	4YHJ	5.0
216239	2EVA	6.16109
5329102	6YKY	5.0
176167	4FR4	5.0
10461815	2A2A	5.0
16038120	3O0G	5.79585
11626560	6GR8	5.36652
176870	4B9D	5.0
42642645	2HAK	5.0
9926791	3C0I	5.0
9926791	5QIN	5.0
151194	4BGQ	5.0
16722836	2XYN	6.24405
3038525	2HAK	5.0
42642645	5JZN	5.0
10074640	1UA2	5.0
11656518	1J1B	5.0
176870	3FE3	5.0
176155	4AF3	5.0
44259	6B5J	5.99996
16038120	1J1B	5.0
51004351	6JQR	7.82102
126565	6FYV	8.50864
16722836	6YKY	5.92078
9809715	2J51	7.29158
156422	4PF4	5.0
24779724	6KZD	5.0
11364421	6GR8	5.0
16007391	3ZFM	5.0
5291	6GR8	5.0
11364421	4KS7	5.0
11234052	1UA2	5.0
3038525	6N3O	5.0
208908	4EQU	5.35654
3038525	4EQU	5.0
11338033	3C0I	7.61798
11667893	2EVA	5.88602
3025986	5VDK	5.0
11717001	2Y7J	5.0
17755052	4KS7	5.0
156422	6FYV	5.0
16725726	3MDY	5.0
11427553	3D7U	5.35654
17755052	6RSU	5.0
3038522	4C57	5.43179
153999	3ALO	6.03147
16722836	4AF3	6.30972
3081361	5HVK	5.0
9884685	2QLU	5.0
156414	1U59	5.0
11656518	4YJT	5.35654
3038522	5LVO	5.0
24779724	4GU6	5.0
24180719	6JUU	7.38616
24180719	4OTH	5.0
9933475	2W4O	5.0
5291	7KAC	5.0
9884685	3DAK	5.0
11617559	6ZR5	5.0
176155	5VDK	5.0
3025986	5UI0	5.0
3062316	5O0Y	5.0
42642645	4OTH	5.0
11314340	2BUJ	5.0
3025986	4EWH	5.0
3062316	6CJE	5.0
447077	3COK	5.0
156422	3GC8	8.13668
10184653	2WEL	5.0
11427553	6YZ4	5.0
644241	6FD3	5.0
153999	2W4O	5.0
3038525	4FR4	5.0
11656518	5AP1	5.0
11234052	2REI	5.76953
10184653	6RA7	5.0
11364421	5ES1	5.0
216239	6P5S	5.76953
9929127	6KZD	5.0
176870	6YAT	5.0
5328940	4TPT	5.0
123631	2QLU	5.0
11626560	5NKG	6.99957
3038525	3FE3	5.0
11427553	2W5A	5.27572
11427553	5BYZ	5.56862
3062316	5A6N	5.0
5291	2VD5	5.0
10074640	4B6L	5.0
10184653	5JZN	5.0
447077	2BUJ	5.0
11338033	5HID	5.0
447077	3CBL	6.16743
11234052	2C47	5.0
11427553	4ANB	6.27564
11485656	4B6L	5.07058
11626560	4B9D	5.0
16725726	4OR5	5.0
4908365	4WSQ	6.28391
44259	5QIN	5.0
10127622	2BUJ	5.0
151194	6BG2	5.0
51004351	5J5T	6.92046
10427712	2X4F	5.0
123631	2R2P	5.82388
25243800	3BU3	5.0
6918454	5U6C	5.0
176870	4UAK	5.0
16725726	2W99	5.0
5287969	1S9I	5.0
16038120	6YZ4	5.0
3081361	2IWI	5.0
176167	5QIN	5.0
6918454	5QIN	5.0
447077	4A9U	5.0
5494449	6C9H	5.95857
447077	2IWI	5.0
9915743	6CJE	5.0
153999	5HVK	5.0
11364421	4AGU	5.0
51004351	3O0G	5.0
51004351	5CEQ	5.0
5494449	5VIL	5.0
3062316	5HVK	6.24405
9809715	2XIK	5.0
11234052	1CM8	5.0
176155	2IWI	5.0
5287969	4I5P	5.0
44259	4KS7	9.17393
9926791	6NCG	5.0
3038522	2YEX	5.0
11656518	3A99	5.0
9915743	1CM8	5.0
11617559	6GQQ	5.0
644241	2ZM3	5.0
3062316	4D2W	5.0
9915743	4H1J	5.0969
447077	2JAM	5.0
216239	3LCS	5.0
11338033	2BUJ	5.0
3038522	2EVA	5.0
10184653	5AP1	5.0
11427553	3BU3	6.39783
156414	6FYL	5.0
176870	4UXL	5.0
9915743	4KIK	5.0
208908	4H1J	5.0
5287969	4YNO	5.0
176167	3O0G	5.0
11712649	2RKU	5.0
6450551	6X5G	5.0
16722836	6NCG	5.0
11717001	2A2A	5.0
156414	2Y7J	5.0
123631	6FDY	5.0
176155	3ENM	5.0
9884685	3D7U	5.0
156414	1J1B	5.0
6450551	6CZ3	5.0
9926791	1QPC	6.33715
10074640	6FD3	5.0
10113978	6RA7	6.5085
24180719	4AF3	5.63825
10138260	6RCG	6.58486
51004351	6ZR5	5.35654
3038525	6C9H	5.0
6450551	4L3L	5.0
11717001	6FIO	5.0
5287969	6FYL	5.65756
11427553	4AF3	7.05502
16722836	3DKC	5.0
11427553	2W4O	5.0
6450551	6JQR	5.61977
176155	1U59	5.0
10138260	6FYR	5.0
3025986	2J51	5.0
9884685	6JQR	5.0
11656518	5BYZ	5.0
5494449	4YJT	5.7447
9809715	4A9U	5.0
10184653	6T6F	5.0
11667893	4UXL	5.0
644241	4IVA	5.0
9929127	4C57	5.0
3062316	2Y7J	5.0
5291	2Y7J	5.0
9884685	4JG8	5.0
16038120	3A8X	5.0
5291	6YZ4	5.0
447077	6RCG	5.0
3038522	4YNO	5.0
5291	5VCZ	5.0
9933475	5J5T	5.69895
10138260	3S3I	5.0
9929127	6SM8	5.0
42642645	3E7O	6.17386
6450551	2JAM	5.0
11338033	7B36	5.0
11234052	5VIL	5.0
51004351	6RUU	6.74449
10461815	5L6P	5.0
9929127	2W99	5.0
9929127	2YEX	5.0
153999	5U6B	5.0
42642645	4UY9	5.99996
42642645	6RA7	6.67757
9926791	2VD5	5.92078
176870	6GZD	5.0
9929127	4WSQ	5.0
216239	5VIL	5.0
16038120	6BFN	7.34582
153999	2RKU	5.0
16007391	6FD3	5.0
5494449	4OTH	5.82388
216239	4CRS	5.0
5328940	4GU6	6.24405
42642645	4EWH	6.69875
3038525	4OTH	5.0
10138260	3DKC	5.0
6450551	5NG0	5.00436
208908	2HW6	5.0
9809715	4B6L	5.0
24180719	4EWH	5.95857
10427712	6TCA	5.0
10184653	5U6B	5.27572
11712649	5U6C	6.13662
176870	6JQR	5.0
11234052	2W99	5.0
151194	5MJB	5.0
10113978	1J1B	5.0
16038120	4ZZN	6.52273
51004351	5UI0	5.61977
176167	6NCG	5.0
153999	6P5M	5.0
11234052	2J0I	5.0
11617559	5EFQ	5.0
25243800	6GRO	5.58501
176870	4UY9	5.0
11409972	5VCZ	5.0
11234052	3PP0	5.0
11617559	2QLU	5.0
25243800	3FE3	5.0
5494449	1Y57	6.7693
216239	5VCZ	5.0
216239	6JPJ	5.0
16007391	4BBM	5.92078
11656518	6CJE	5.0
11234052	5J5T	5.0
176870	2IWI	5.0
151194	5J5T	5.0
9929127	3ALO	5.0
11626560	3BHH	5.0
42642645	6JPJ	5.0
176155	2YEX	5.0
24180719	6YZ4	5.0
11667893	6P5S	5.0
24889392	2ZM3	5.0
3081361	3QRJ	6.11345
24180719	6YAT	5.0
11338033	3BHH	5.0
3081361	5U6C	5.85384
16007391	3S3I	5.0
5494449	6BDN	7.09098
11427553	3CBL	6.12488
10113978	5EFQ	5.0
3062316	4YJT	5.53759
11338033	5VDK	5.0
176870	6NCG	5.0
10138260	2WEL	6.11913
11409972	3FE3	5.0
5287969	5BYZ	6.20754
9926791	2Y7J	5.0
9809715	6P5M	5.0
24180719	2X4F	5.46851
176155	2Y7J	5.0
11667893	2WTK	5.0
3025986	2OO8	5.0
216239	6YZ4	5.0
3025986	4ITI	5.0
10184653	5MJB	5.0
10184653	4EQU	5.36652
11626560	6KZD	7.08566
24889392	6YZ4	5.0
156422	5JZN	5.0
5329102	5J5T	6.74449
11234052	6P5S	5.0
5329102	3ENM	5.28399
3038525	4AGU	5.0
153999	2DQ7	5.0
151194	3D7U	5.0
5329102	6B5J	5.0
11717001	4EQU	5.88602
10113978	6TCA	5.0
16038120	1QPC	7.30892
24889392	4YNO	5.0
5494449	2A2A	5.0
3038525	5U6C	5.0
11617559	3SOC	5.0
3081361	6P5M	5.44369
16038120	2XIK	5.1135
5328940	2HW6	5.0
216239	6URC	5.0
44259	4QTB	5.07572
3038525	5ORL	5.0
9884685	4YJT	5.0
10184653	3HNG	5.0
10127622	4GU6	5.0
11427553	6TCA	5.0
176167	6QAV	5.0
176155	4WSQ	5.0
5494449	6RSU	6.30972
176155	2R4B	5.31875
16038120	4UY9	6.38711
6918454	4C57	5.0
25243800	4UY9	5.53759
11485656	2BUJ	5.0
24889392	4YHJ	5.0
16007391	3GC8	5.0
9933475	4AF3	5.49484
9915743	6URC	5.0
447077	5AP1	5.0
3025986	4LGD	5.0
10427712	6RA7	5.0
3038522	2XYN	5.0
17755052	4IVA	5.0
3062316	4ZZN	5.0
447077	6SRH	6.79561
24889392	4K33	5.0
5329102	2W99	5.2076
11485656	5VCZ	5.0
644241	6BDN	5.76953
10113978	6PK6	5.0
11667893	6CD6	5.0
11626560	4BBM	5.67776
24779724	2BUJ	5.0
24180719	5A6N	5.0
9926791	6URC	5.0
3081361	4JG8	5.0
11626560	2W5A	5.0
151194	7B36	5.0
208908	4UAK	5.0
11234052	3DKC	5.0
11364421	5NKG	5.0
9929127	1WAK	5.0
11314340	5VDK	5.0
9915743	4BBM	5.0
156422	3BHH	5.0
10138260	4L3L	6.82362
11617559	5VDK	5.0
24180719	3CBL	5.44369
9926791	6FYL	5.0
9926791	5MJB	5.0
10113978	3ALO	6.22907
10127622	4RWI	5.0
16007391	6JQR	6.17386
3025986	5NG0	5.0
9933475	5BYZ	5.0
51004351	6B5J	5.0
11314340	2OO8	5.0
4908365	4MQ1	5.0
44259	6KZD	7.767
176870	4RFM	5.0
10074640	4EWH	5.0
5329102	4FR4	5.0
11314340	5I3R	6.92046
9929127	4OTH	5.0
9926791	6KZD	5.0
11314340	4I5P	5.0
24779724	7B36	5.0
9915743	2Y7J	5.0
24180719	5LWM	5.0
126565	2DQ7	7.0752
11427553	5L6P	5.0
10461815	3LCS	5.56862
5328940	2VD5	7.04048
11667893	6TGU	5.0
176167	6CJE	5.0
9926791	3FE3	5.0
9915743	6GQQ	5.0
17755052	3PP0	5.0
10074640	2HAK	5.0
6450551	4ASZ	5.0
9929127	4AF3	5.0
24889392	2DQ7	5.0
3038522	6BXI	5.0
11667893	6GR8	5.72122
9809715	6GZD	5.0
10427712	3S3I	5.0
208908	5VIL	5.0
447077	6FER	7.91721
16038120	3SOC	5.65756
10074640	3DKC	5.0
42642645	3O0G	5.0
11485656	3FXX	5.45592
11712649	1Y57	6.09686
3038522	4KS7	5.0
5291	3COK	5.1079
9933475	5I3R	5.0
4908365	5VIL	5.0
42642645	6SRH	5.0
9809715	1U59	5.45592
10113978	6NCG	5.0
5291	4GV1	5.0
51004351	2QLU	5.0
156422	6C9H	5.0
10127622	2VD5	5.0
11364421	1U59	5.0
10184653	3RNY	5.0
11409972	4ASZ	6.72102
4908365	2HAK	5.37674
5287969	3PLS	5.0
11667893	4ANB	5.0
9809715	3W2P	5.0
25243800	2JAM	5.0
10427712	3A8X	5.0
11717001	6GZD	5.0
11314340	7KAC	5.0
17755052	2VD5	5.0
10427712	3MDY	5.0
5494449	2NRU	5.43179
24779724	1Y57	5.0
51004351	2VD5	5.4202
3038525	6CJE	5.0
16038120	2V7O	6.10785
51004351	6FIO	5.14266
3038525	3CBL	5.0
51004351	5VCZ	5.0
16722836	2JAM	5.49484
5287969	4ASZ	5.0
11617559	2W4O	5.0
3025986	4UY9	5.0
208908	6FIO	5.0
10461815	4OTH	5.0
11617559	5JZN	5.0
25243800	4B9D	5.0
17755052	5YKS	5.0
3038522	2F57	5.0
9933475	6FYR	5.0
5494449	2EVA	5.63825
176167	2EVA	5.0
10074640	6RUU	5.0
208908	4IVA	5.0
5328940	6RUU	5.0
11712649	3KN6	5.0
10184653	6BG2	5.0
17755052	5H0B	5.0
11485656	6OP9	5.0
156414	5A6N	5.0
5291	6BFN	5.92078
11667893	4EWH	5.0
5494449	2R4B	5.0
3038525	4ANB	5.0
24779724	4YNO	5.0
11314340	6YAT	5.0
24180719	6FER	5.38721
24779724	4TPT	5.0
9809715	5E8X	5.37674
16038120	2F57	6.40882
208908	4FR4	5.0
11617559	5A6N	5.0
10127622	2I1M	5.0
216239	3DKC	5.0
126565	2NRU	8.74473
176870	3WAR	5.0
3038525	6D3K	5.0
9884685	3FXZ	5.0
11234052	6P5M	5.0
3081361	1QPC	7.767
9926791	6RA7	5.0
11712649	6URC	5.0
9884685	4FGB	5.0
5329102	2XYN	5.99996
3081361	3GC8	5.0
11338033	3A99	5.0
24889392	4I5P	5.0
5329102	6P5M	6.85356
3081361	3W2P	6.63808
6918454	5A6N	5.0
3038525	6X5G	5.0
123631	6GRO	5.0
9929127	6JPJ	5.0
16007391	6C9H	5.0
4908365	2EVA	8.13668
16725726	6C9H	5.0
9933475	6SRH	5.46851
10461815	3W2P	5.0
644241	5BYZ	5.0
644241	2YEX	5.0
11338033	2R2P	5.0
24889392	6URC	5.0
11409972	2HW6	7.58336
16038120	5CEQ	7.37572
9933475	5H0B	6.22907
9915743	5VIL	5.0
11656518	6FYR	5.0
11234052	6RSU	5.0
10427712	2R2P	5.0
10184653	2R4B	8.19382
24779724	5AP1	5.0
3038525	6CD6	5.0
11617559	6FDY	5.0
10127622	2WEL	5.0
5329102	5LWM	5.92078
3062316	4QTB	5.0
11656518	6B5J	5.22914
447077	2V7O	5.0
4908365	6BG2	5.0
447077	4W4V	5.0
9926791	2DQ7	5.95857
3038522	3BU3	5.0
10138260	6D3K	5.88602
644241	6YKY	5.0
3081361	4OTH	5.0
156422	2JAM	5.0
176155	4ASZ	5.0
11338033	6YKY	5.0
176870	6BG2	5.0
176870	3SXS	5.0
11338033	2W5A	5.0
51004351	4I5P	5.0
644241	5UI0	5.0
644241	6FEK	5.0
644241	5LVO	5.0
10113978	2DQ7	5.56862
51004351	6CMJ	7.13608
10074640	3QRJ	5.0
11409972	5EFQ	8.98297
11314340	4B6L	5.0
10127622	4RFM	5.0
151194	4YHJ	5.0
151194	2REI	5.0
156414	6T6F	5.0
151194	5VCZ	5.0
9933475	4LGD	5.0
10113978	4EWH	5.0
9933475	3OMV	5.0
16007391	3MY0	5.0
447077	1UA2	5.0
24180719	4ZZN	5.0
44259	2NRU	8.74473
25243800	6Y0A	5.20065
11667893	5LXC	5.0
3038522	6C9H	5.0
216239	2RKU	5.0
11485656	2QLU	5.0
447077	4GV1	5.0
11717001	3CBL	5.0
11409972	3ZDU	8.39794
11717001	4YNO	5.0
16007391	2W5A	5.0
11314340	6X5G	6.49471
216239	6RA7	5.10237
9884685	5VIL	5.0
11409972	6ZR5	6.33715
16007391	3HNG	6.95821
11617559	3KN6	5.0
5291	6FYL	5.0
51004351	2V7O	6.85356
10461815	4QTB	5.0
126565	6FD3	7.45469
11427553	5AP1	6.95821
10427712	4C57	5.85384
6918454	4BBM	5.0
3081361	4MQ1	5.0
126565	6YAT	8.50864
9933475	3QRJ	5.55283
42642645	6X5G	5.0
3062316	6C9H	5.0
16007391	6JPJ	5.0
216239	6TGU	5.0
10127622	3BU3	5.0
11717001	6BDN	5.0
11427553	6T6F	6.27564
5329102	6RSU	6.92046
16038120	5L6P	5.72122
42642645	3PP0	6.2365
644241	5H0B	6.40882
16038120	4H1J	8.92082
126565	2XYN	5.18708
5328940	2W99	5.0
644241	2A2A	5.0
3025986	4BBM	7.38616
6450551	6DBK	5.0
24779724	4BBM	5.0
216239	3E7O	5.13076
44259	2XIK	6.95821
17755052	5UI0	5.0
10113978	6QAV	5.0
10184653	4RFM	5.0
153999	7B36	5.0
10127622	3WAR	5.0
11234052	4A9U	5.0
216239	6BG2	5.0
176870	4JG8	5.0
11485656	5VDK	5.0
11409972	6CD6	6.65738
11314340	6T6F	5.61977
24779724	3FXZ	5.0
11617559	3BHH	5.0
9926791	6D3K	5.0
11338033	5JZN	5.0
11617559	6CJE	5.0
11617559	4ITI	5.0
126565	6D3K	6.92046
156422	2XIK	5.0
42642645	5ORL	6.35645
16038120	6P5M	6.88572
156422	5HID	5.0
5494449	6SM8	5.0
3038525	6GR8	5.0
3062316	3BHH	5.0
11667893	3ZDU	5.0
10184653	4L3L	5.0
3081361	6SRH	6.82362
25243800	3KN6	5.0
11364421	6CJE	5.0
4908365	3DKC	5.2676
16725726	3KUL	5.0
10138260	5EFQ	5.0
24180719	4YNO	5.0
16038120	2BUJ	6.09686
9933475	3S3I	5.0
10461815	6A32	5.69895
11712649	6RUU	5.85384
16725726	2CMW	5.0
16725726	6JPJ	5.0
6918454	2BUJ	5.0
216239	4WB8	5.0
9929127	4WNO	5.0
3025986	4A9U	5.0
42642645	3ZFM	8.39794
5329102	6BFN	7.85078
3025986	2Y7J	6.33715
10427712	6CZ3	5.30102
9926791	4RFM	5.0
5328940	2V7O	5.44369
11626560	1J1B	5.0
151194	3A8X	5.0
5329102	4WB8	5.0
6450551	4B9D	5.0
5329102	2OO8	5.0
11234052	4MQ1	5.0
11626560	4FR4	5.0
3081361	3DKC	5.0
11485656	4B9D	5.0
24779724	3KUL	5.0
5287969	3HNG	5.0
11617559	1S9I	5.0
153999	2CCH	5.0
176155	5NKG	5.0
156422	4ZHX	5.0
44259	3SXS	6.7693
11667893	2BUJ	5.0
9915743	5NKG	5.0
11314340	2QLU	5.0
11712649	1S9I	5.0
126565	1CM8	6.43168
11485656	3A7I	5.0
11617559	6YKY	5.0
10113978	5L6P	5.0
16038120	4B9D	5.0
6918454	3LCS	5.0
6450551	2W5A	5.0
11427553	1WAK	7.25885
24889392	4MQ1	5.0
11338033	6TCA	5.0
208908	4WNO	5.0
11712649	2JAM	5.0
3038525	4MQ1	5.0
10184653	6SM8	5.0
11485656	5MJB	6.05547
16038120	1CM8	5.02687
9933475	1J1B	5.0
3062316	5MJB	9.25964
176870	3KN6	5.0
9929127	3PP0	5.0
3038525	3SXS	5.0
42642645	5BYZ	5.0
5494449	6FD3	5.48147
16722836	3PLS	5.0
5328940	6KZD	5.46851
151194	4KIK	5.0
9933475	6BDN	5.30102
3025986	2JAM	5.0
42642645	4ZHX	5.92078
11364421	5VIL	5.0
16722836	6C9H	5.61977
9809715	6JUU	5.0
11234052	3LCS	5.0
151194	4BBM	5.0
3062316	4W4V	5.0
16038120	6FD3	7.53611
3062316	3C0I	5.0
3038522	2V7O	5.0
11364421	6FIO	5.0
11314340	4OR5	6.74449
644241	3A8X	5.0
153999	5O0Y	5.0
5291	4WNO	5.0
11626560	4LGD	6.00432
4908365	4ZZN	5.0
10461815	4WNO	5.69895
11626560	1QPC	7.52143
4908365	3BHH	5.0
6918454	6FIO	5.0
51004351	6BDN	5.0
17755052	6ZJF	5.0
156422	5VCZ	5.0
11234052	2V7O	5.0
10427712	4RFM	5.0
16722836	6TCA	5.0
151194	6KZD	5.0
10427712	3SXS	5.0
5291	1U59	5.0
10427712	2J0I	5.0
16038120	2R2P	5.43179
5287969	4OR5	8.18709
216239	5LWM	5.13667
644241	2X4F	5.0
3038525	2V7O	5.0
3038525	6GRO	5.0
11234052	6YAT	5.0
11667893	2F57	5.0
5287969	3KUL	5.0
10138260	6GRO	6.24405
5494449	1U59	5.0
10127622	4L3L	5.0
24889392	4EWH	5.0
208908	5AP1	5.0
51004351	4OTH	8.02687
44259	4K33	6.5085
644241	6PK6	5.0
11626560	5HID	5.0
11656518	2CMW	5.0
24779724	4FGB	5.0
44259	5JZN	6.95821
11717001	4KIK	5.0
3038522	2W5A	5.0
3038525	5VDK	5.0
4908365	5VDK	5.0
153999	3ENM	5.40892
6450551	4HOK	5.0
3062316	1UA2	5.0
9933475	6FER	7.31785
153999	3PLS	5.0
6918454	4LGD	5.0
11717001	4B6L	5.0
5291	6MOB	5.60204
10127622	2J0I	5.0
123631	3KUL	5.7447
11667893	6FT8	5.0
9933475	6YAT	5.36652
11485656	5V5Y	5.0
11427553	4KIK	6.36643
11338033	3ZFM	5.0
153999	6P5S	6.85356
6918454	6NCG	5.0
3038525	5UI0	5.0
10184653	4B6L	5.0
9809715	6FYR	5.0
25243800	2XYN	5.92078
156414	5CEQ	5.0
5291	4W4V	5.50862
11485656	6FER	5.4202
11667893	2REI	5.0
11712649	5V5Y	5.0
126565	6P5S	6.43168
16007391	4UY9	5.0
5291	3C0I	5.0
208908	4A9U	5.0
9915743	2J0I	5.0
3062316	6FYR	5.0
16725726	6OP9	5.0
156414	6GQQ	5.0
176155	5HVK	5.0
126565	6JPJ	5.7447
216239	2IWI	5.0
10427712	1UA2	5.0
10127622	6FD3	5.0
3038525	3A7I	5.0
10113978	6SRH	5.0
6918454	4CRS	5.0
11485656	6DBK	5.0
17755052	6Y0A	5.0
153999	3TXO	5.7447
123631	4I5P	5.0
10184653	4RWI	5.0
10138260	4FR4	5.0
156414	1QPC	6.49471
176870	2HW6	6.16109
216239	4AGU	5.0
9926791	1O6L	5.0
11314340	3A8X	5.0
9929127	3KUL	5.0
9926791	5V5Y	5.0
10074640	2WTK	5.0
10427712	2EVA	5.63825
11314340	4WNO	5.0969
44259	1O6L	7.35556
9926791	4WB8	5.0
5328940	5CEQ	6.17386
42642645	2A2A	5.0
24779724	3HNG	5.0
126565	3ALO	8.40894
153999	3RNY	5.0
3025986	6GR8	5.30102
208908	4GU6	5.0
10127622	4EQU	5.0
16038120	1U59	5.79585
176167	4RFM	5.0
42642645	5NG0	7.67572
5287969	3S3I	5.0
9929127	4FGB	5.0
16007391	3A7I	5.0
24889392	4OTH	5.0
156422	4GU6	5.14874
11427553	3C0I	5.0
11626560	6ZR5	5.0
11617559	5NKG	5.0
11338033	2HW6	5.0
9929127	6FYR	5.0
9926791	4IVA	9.16749
644241	5LWM	5.0
176155	4W4V	7.45469
153999	3OMV	5.0
11409972	6SRH	5.0
6450551	4ZZN	5.0
3062316	6FD3	5.0
11427553	5VDK	5.32789
11485656	4PF4	5.0
24180719	4GV1	5.0
216239	2F57	5.0
208908	5JZN	5.0
10127622	2CCH	5.0
447077	4UAK	5.95857
9884685	5VCZ	5.0
176870	4HOK	6.30094
5287969	5EFQ	6.36643
216239	5EFQ	5.0
11626560	2J0I	5.0
3081361	3SOC	5.0
9933475	3KN6	5.0
9929127	4BBM	5.0
3062316	3KN6	5.0
123631	3V8S	5.0
16038120	3FXX	5.39793
10074640	5LXC	5.0
5328940	6C9H	5.40892
42642645	5L6P	7.07007
123631	4UXL	5.0
51004351	5V5Y	5.33723
10127622	2X4F	5.0
9915743	4YNO	5.0
16722836	3SXS	5.92078
5291	4FR4	5.0
6450551	6FEK	5.79585
16722836	5I3R	7.49349
24889392	3ZFM	5.0
156422	6FYR	5.0
5329102	6GRO	6.61961
176870	3ENM	5.0
156422	2NRU	5.0
9809715	6YZ4	5.0
25243800	6FDY	5.00436
10127622	3ZDU	5.0
176870	5HVK	5.0
10184653	6BFN	6.61961
44259	6RCG	5.61977
10427712	6P5M	5.0
216239	6BFN	5.0
176167	6CZ3	5.0
9809715	3TXO	5.0
17755052	2W5A	5.0
123631	3KN6	5.0
176155	5MYV	5.0
24779724	4LGD	5.0
24779724	5LXC	5.0
24779724	4B9D	5.0
10138260	4AF3	6.46839
5494449	6JQR	6.88572
25243800	4A9U	5.53759
10427712	3DKC	5.0
11427553	1S9I	6.07053
42642645	6RUU	6.43168
11234052	3COK	5.0
5328940	3KN6	5.0
11234052	3E7O	5.0
9884685	6CZ3	5.0
10113978	2RKU	5.0
16725726	2CCH	5.0
16722836	4WSQ	7.45469
5329102	4ZZN	5.0
10461815	2EVA	5.27572
17755052	6BDN	5.0
11485656	6URC	5.0
5329102	2J51	7.25104
44259	1J1B	7.16052
9809715	3ZFM	5.0
3062316	5BYZ	5.0
10184653	4K33	5.0
3081361	3SXS	5.0
3025986	6FDY	5.0
16722836	5HVK	6.02683
11338033	4C57	5.0
10184653	6OP9	5.34678
176155	6TCA	5.0
17755052	6X5G	5.0
9884685	2BUJ	5.0
3038522	5LXC	5.0
9933475	6JPJ	6.06545
11314340	6JUU	5.0
24779724	2ZM3	5.0
3038525	4D2W	5.0
4908365	4CRS	5.32789
6450551	5MYV	5.0
11656518	3PP0	5.0
10461815	2W5A	6.22178
176155	4UAK	5.56862
5328940	1S9I	8.0
10184653	6RCG	5.0
9915743	5CEQ	6.43168
5494449	3CBL	5.13076
16038120	4HOK	5.0
10427712	3V8S	5.0
156422	6GRO	5.0
3038522	3OMV	5.0
5329102	6BXI	6.38711
11314340	2JAM	5.0
156414	4UXL	5.0
11409972	2XYN	8.45593
11364421	4RWI	5.0
151194	2CMW	5.0
24180719	3KN6	5.0
176870	5LXC	5.88602
11626560	2WTK	5.0
5287969	6BXI	5.0
16038120	6GZD	5.0
24889392	3KUL	5.0
5328940	2CMW	5.0
10138260	5NKG	5.0
17755052	6CD6	5.0
5328940	6YZ4	5.27572
16725726	7B36	5.2676
176155	2X4F	5.0
151194	2C47	5.0
3081361	4B6L	5.0
11712649	3CBL	5.0
44259	3FE3	8.50864
51004351	3CBL	5.0
11667893	5MJB	5.0
123631	5QIN	5.0
44259	2A2A	8.76955
3038522	6T6F	5.0
11712649	4KIK	5.0
11427553	2F57	6.40882
3025986	6BDN	6.20754
10184653	5I3R	5.0
42642645	4WSQ	5.0
17755052	4ZHX	5.0
6918454	3QRJ	5.0
9809715	5CEQ	6.85356
123631	5HID	5.0
11427553	6N3O	6.48135
16722836	7B36	5.12493
9926791	5VCZ	5.0
153999	2YEX	6.26753
16007391	5I3R	5.0
11409972	3WAR	5.0
42642645	4I5P	5.0
123631	3LCS	5.0
10113978	4GU6	5.0
11364421	4L3L	5.0
10427712	3ZFM	5.0
5328940	5MYV	5.0
11667893	1XJD	5.0
17755052	2WTK	5.0
10074640	2I1M	8.11351
11485656	4I5P	5.0
6918454	5VDK	5.0
9933475	4H1J	5.0
10074640	5JZN	5.0
9926791	4GU6	5.0
24779724	1S9I	5.0
11364421	3GC8	5.0
3025986	5HVK	5.0
11485656	4WSQ	5.0
5287969	7KAC	5.48147
11712649	4LGD	5.0
3038522	6URC	5.0
16722836	6FYR	5.0
6918454	6ZJF	5.0
10138260	5A6N	6.7693
176167	6URC	5.0
5291	6URC	5.0
9929127	6RA7	5.0
11314340	2X4F	5.82388
